input,label
"Welcome!  Hello, and welcome to Wikipedia. Thank you for your contributions. I hope you like the place and decide to stay. Here are a few good links for newcomers:  *The Five Pillars of Wikipedia *How to edit a page *Editing, policy, conduct, and structure tutorial *Picture tutorial *How to write a great article *Naming conventions *Manual of Style *If you're ready for the complete list of Wikipedia documentation, there's also Wikipedia:Topical index. I hope you enjoy editing here and being a Wikipedian! By the way, you can sign your name on Talk and vote pages using three tildes, like this: ~~~. Four tildes (~~~~) produces your name and the current date. If you have any questions, see the help pages, add a question to the village pump or ask me on my Talk page. Again, welcome! ",0
  Enviroknot if your opinions are going to take precidince over how much you value a clean factual and nutral article; you have no place in editing Wiki.  ,0
   What is CLP(FD)?  ,0
" :I added categories after looking into them briefly, and determining whether they seemed relevant to Lord Fairfax.  While my determinations may have been not the very best, they were in good faith.  As always, be bold in updating and many thanks for your careful attention!  ",0
" == See how YOU like it, VANDAL==",1
"   Did you read my most recent replies to you, dated ?  You responded to only one. — ",0
" ===Izanbardprince===  *I* am Izanbardprince, I forgot to log in so you saw my IP address.  So you go right on fellating large multinational corporations that violate all standards of ethics, and censor me all you want.",1
" :::That's an interesting point to discuss a little bit, but too much speculation as to what might have happened if history had turned out differently is likely to get unencyclopedic very quickly.  ",0
"  ==Two Junior Years== There were not two junior years as someone wrote.  The first season began with the gang starting Capeside High in the tenth grade.  The second season continued the sophomore year, picking up the morning after the first season finale.  The third season was junior year and the fourth was senior year.   ",0
"`   == Another ``incorrect`` maps == For those who expressed an interest in the subject about ``incorrect`` maps, here are some links to more historical maps of the same area:  * http://upload.wikimedia.org/wikipedia/ru/a/ab/Armenia.jpg * http://upload.wikimedia.org/wikipedia/commons/d/d0/StraboArmenia.jpg  Here are some more ``incorrect`` maps...          `",0
"  == 81.91.192.220 vandalism ==  The IP (81.91.192.220) is part of the TOR network, acting as an anonymous proxy. Check out http://tor.eff.org/ for more details. The IP I'm posting from is also part of that network. // anonymous )",0
"  I'm in favour of a picture too and this one is good. However, I have no clue about copyright issues on wikipedia.  ",0
"  == Block ==  Boy, there sure dont block a fella for a long time!",0
"  == Block ==  Boy, there sure dont block a fella for a long time!  ",0
" Hey boothy, I love you, lets hug. ",0
"  ::God evening, the briefcase may be, as you say of significance, however I do not believe it warrants 700 words.   Marmot",0
  == Jeff Gordon ==  I really don't feel like vadalizing anymore.,0
  == My user page ==  I put Jeff Gordon is the best ever and you deleted it. Why. What is so bad about that?,0
 Your a prick. keep your personal thoughts to your self. Jeff is the best driver ever and thats a fact. You musy be an idiot redneck.,0
"`  == Tabib's POV is not a NPOV == Tabib is pushing Azeri-Turkish propaganda, calling it NPOV. All his opponents are taged with a ``vandal`` label. This person just cannot accept other opinions, which are different with his own. He is not able and not willing to compromise or nagotiate anything.`",0
"  == I wished I had seen this first, but... ==  Jews that feel they can edit against any change from the goyim that doesn't request their prior approval on all Jew-related topics get away with bullying by calling me having anti-Semitism et al.  Who is playing the race card, simply because I noticed them using it like an ACLU card?  Why am I expected to consult with a Jew every time there is an article that has both Jew and Christian written in the article?  How is it that Jews can be so easily offended?  Why is it that Jews try to dominate the media, whether they get paid for it or not?  [geni's advice on how to win an edit war Discuss every edit on a talk page. Do not react emotionally. Assume good faith (even when you are pretty sure that the other person is not acting that way). Never revert first. Don 't make or respond to personal attacks. If the other person is trying to make things heated try mediation. Following this lot can result in two outcomes: a. It ends up in arb comm and your case is unasible. b.your opponent adopts these tactics and you end up collaborating on the article.]  If that only solved the loophole problems that exist by manipulating prejudice and other things on here which go unnoticed by all except those accused of vandalism or trolling.  I wish that we didn't have to deal with veiled supremacists, but they always try to achieve your trust.  I really don't look for edit wars and bitch sessions, but when others don't care and/or are oblivious to systemic bias it really pisses me off.  I'm about protesting injustice, with fighting words if that's what it takes to get attention on an issue.  ",0
